station_id,borough,lat,lng
6131.13,Manhattan,40.74275179648995,-73.9847157150507
3762.08,Brooklyn,40.6662078,-73.98199886
4906.07,Brooklyn,40.702997,-73.92997
5626.07,Manhattan,40.72621788,-73.98379855
6148.02,Manhattan,40.74177603,-74.00149746
5374.01,Manhattan,40.7172274,-73.98802084
6812.06,Queens,40.763422,-73.914142
7432.09,Manhattan,40.7882213,-73.97041561
4450.06,Brooklyn,40.68705,-73.92338
7161.08,Manhattan,40.77632142182271,-73.96427392959595
7323.09,Manhattan,40.78232260730881,-73.95987510681152
6483.06,Manhattan,40.752149,-73.989539
6830.02,Manhattan,40.763954,-73.9646
6237.01,Queens,40.7437524099784,-73.94176483154297
5644.05,Manhattan,40.726378,-74.000472
8225.05,Bronx,40.83999,-73.90549
5905.14,Manhattan,40.734814,-73.992085
5730.08,Manhattan,40.728846,-74.008591
5430.08,Manhattan,40.71911552,-74.00666661
6247.06,Manhattan,40.746647,-73.993915
5303.06,Manhattan,40.71559509,-73.9870295
6520.07,Queens,40.753091,-73.920603
4954.07,Queens,40.70408,-73.90408
8766.03,Bronx,40.875531,-73.8863864831
5679.05,Manhattan,40.72706363348306,-73.99662137031554
5184.08,Manhattan,40.711444,-74.014847
5687.04,Manhattan,40.72710258,-74.00297088
7579.01,Manhattan,40.7974772,-73.9311847
7116.04,Manhattan,40.77492513,-73.98266566
5004.02,Brooklyn,40.70538077,-73.94976519
7976.08,Manhattan,40.823498,-73.94386
7623.13,Manhattan,40.8013434,-73.9711457439
6611.02,Manhattan,40.75660359,-73.9979009
7443.01,Manhattan,40.78948541553215,-73.95242929458618
8194.07,Bronx,40.838315,-73.912604
4479.1,Brooklyn,40.6886263,-73.9851911
4847.03,Brooklyn,40.699871408829885,-73.91171872615814
5687.11,Manhattan,40.72789701409023,-74.00536268949507
8226.07,Manhattan,40.84210236102173,-73.9422395825386
6842.02,Queens,40.763328,-73.908782
4546.05,Brooklyn,40.6917823,-73.9737299
6495.17,Queens,40.75186951421875,-73.93349289894103
5099.02,Brooklyn,40.71019,-73.93734
5980.07,Manhattan,40.73704984,-73.99009296
7159.08,Queens,40.7767,-73.927631
5430.1,Manhattan,40.7197920901383,-74.0052238852195
5669.12,Manhattan,40.72737869323223,-73.98840844631195
5442.05,Brooklyn,40.71915571696044,-73.94885390996933
8241.07,Bronx,40.84224,-73.8985
5610.09,Manhattan,40.72431,-74.00473
7723.01,Manhattan,40.809725,-73.953149
6089.08,Manhattan,40.741459,-73.983293
5010.02,Brooklyn,40.705614,-73.92153
4157.1,Brooklyn,40.6794388,-73.9680438
6450.05,Manhattan,40.7505853470215,-73.9946848154068
5569.06,Manhattan,40.72494672359416,-74.00165855884552
5117.05,Brooklyn,40.70877084,-73.95095259
7876.07,Manhattan,40.81900581806558,-73.94476890563965
5002.09,Queens,40.70577,-73.91292
5051.02,Brooklyn,40.70538,-73.92535
3379.03,Brooklyn,40.652657,-74.002356
7944.11,Bronx,40.821952,-73.888546
8012.04,Bronx,40.82696,-73.907451
7409.08,Manhattan,40.7867947,-73.977112
6164.09,Manhattan,40.74311555376486,-73.98215353488922
6115.09,Manhattan,40.74275382865903,-74.00747358798981
6101.11,Queens,40.73985995699164,-73.92400324344635
5288.09,Manhattan,40.71473993,-74.00910627
5436.09,Manhattan,40.72082834,-73.97793172
7915.11,Manhattan,40.820681,-73.945144
8734.02,Bronx,40.87307,-73.88971
6711.13,Queens,40.75905795418586,-73.91897544264793
7524.09,Manhattan,40.7941654,-73.974124
6659.09,Manhattan,40.75863,-73.97513
4119.04,Brooklyn,40.6783563,-74.00014502
7886.02,Manhattan,40.818299,-73.960405
5721.01,Manhattan,40.73047747,-73.99906065
4762.04,Brooklyn,40.69794,-73.96986848
8582.09,Bronx,40.861748,-73.89105
4380.08,Brooklyn,40.6847514,-73.99917254
7855.03,Manhattan,40.81695971032464,-73.9422959089279
5335.03,Manhattan,40.71622644,-73.98261206
5503.01,Brooklyn,40.72226,-73.93889
7488.24,Manhattan,40.7904828,-73.95033068
3668.04,Brooklyn,40.662584,-73.995554
4659.02,Brooklyn,40.69327018,-73.97703874
5190.09,Manhattan,40.711471394469264,-73.98672603070736
6955.05,Manhattan,40.768333,-73.992573
6560.01,Manhattan,40.75513557,-73.98658032
